message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-3449a76e-2e2c-42af-9ad5-8ee6f69f5d93__line_0009;sellside-3449a76e-2e2c-42af-9ad5-8ee6f69f5d93;9;162;USA: President Trump Threatens Additional 100% Tariff on China in Response to Rare Earth Export Controls;us_macro_economy;generic/qualitative-research;- The range of outcomes, in [REDACTED]'s view, is wider than before the recent rounds: there is room for both a market-positive result (some tariffs reduced and controls eased in exchange for looser rare-earth restrictions) and a negative one (a temporary return to triple-digit tariffs and/or tighter export restrictions).;- the range of outcomes, in 's view, is wider than before the recent rounds: there is room for both a market-positive result (some tariffs reduced and controls eased in exchange for looser rare-earth restrictions) and a negative one (a temporary return to triple-digit tariffs and/or tighter export restrictions).;util;;
sellside-052df0c4-da51-4487-8a41-d0de0d9acd1f__line_0006;sellside-052df0c4-da51-4487-8a41-d0de0d9acd1f;6;162;USA: President Trump Announces Trade Deal with UK, Signals Optimism on China Deal But Risks for Some Other Trading Partners;us_macro_economy;generic/post-release-comment;- Near-term US-China de-escalation looks likely, but leaves tariffs far above pre-conflict levels â€” relief, not reset.;- near-term us-china de-escalation looks likely, but leaves tariffs far above pre-conflict levels â€” relief, not reset.;util;;
sellside-6a51b591-e8bd-4b94-8388-3abc981ab9b5__line_0001;sellside-6a51b591-e8bd-4b94-8388-3abc981ab9b5;1;163;China: China mirrors US tariff hike in broad retaliation;us_macro_economy;generic/qualitative-research;Definitive impacts. - China's effective tariff rate on US goods rises to about 53pp, still below the US average rate on Chinese goods, once the new 34pp increase takes effect on April 10th.;definitive impacts. - china's effective tariff rate on us goods rises to about 53pp, still below the us average rate on chinese goods, once the new 34pp increase takes effect on april 10th.;util;;
sellside-bdce8c0c-8c6f-4b34-83bf-7408cfe68bf2__line_0001;sellside-bdce8c0c-8c6f-4b34-83bf-7408cfe68bf2;1;163;China: PBoC allows more flexibility on USD/CNY fixing on tariff escalation;us_macro_economy;monetary-policy/post-release-comment;Context. On 8 April 2025, amid escalating US-China tariff tit-for-tat â€” including Trump's overnight threat of a further 50pp tariff hike â€” the USD/CNY fixing broke above 7.20 for the first time since early September 2023, and the PBoC pledged liquidity support to stabilize equities. The piece interprets what these moves reveal about Beijing's FX and policy priorities.;context. on 8 april 2025, amid escalating us-china tariff tit-for-tat â€” including trump's overnight threat of a further 50pp tariff hike â€” the usd/cny fixing broke above 7.20 for the first time since early september 2023, and the pboc pledged liquidity support to stabilize equities. the piece interprets what these moves reveal about beijing's fx and policy priorities.;util;;
sellside-23f97187-fce8-4ec2-a68e-5f652bcad22c__line_0005;sellside-23f97187-fce8-4ec2-a68e-5f652bcad22c;5;164;USA: Powell Reiterates That FOMC Is Well Positioned to Wait for Further Clarity Before Changing the Policy Stance;us_macro_economy;monetary-policy/qualitative-research;- Powell frames tariff effects as uncertain in persistence â€” possibly a one-time price-level increase, but possibly more persistent â€” which is the core reason the Committee is choosing to wait.;- powell frames tariff effects as uncertain in persistence â€” possibly a one-time price-level increase, but possibly more persistent â€” which is the core reason the committee is choosing to wait.;util;;
sellside-d6bbbe1b-dd27-4a3a-860b-5d4e3b50ee02__line_0004;sellside-d6bbbe1b-dd27-4a3a-860b-5d4e3b50ee02;4;164;USA: Powell Says Fed Will Reconsider Language Around Average Inflation Targeting in 2025 Framework Review;us_macro_economy;monetary-policy/qualitative-research;"- Two conditions cited as changed since 2020: longer-term real rates and many estimates of the neutral rate have risen; supply shocks have returned and may recur more often than expected five years ago.";"- two conditions cited as changed since 2020: longer-term real rates and many estimates of the neutral rate have risen; supply shocks have returned and may recur more often than expected five years ago.";util;;
sellside-ee6c9076-b7da-4e72-8177-5b29378a34be__line_0009;sellside-ee6c9076-b7da-4e72-8177-5b29378a34be;9;164;[REDACTED] FX Morning Notes: Jackson Hole Day;us_macro_economy;monetary-policy/context-analysis;The rest of the schedule is logistical. The Saturday overview panel will bring together BoJ Governor Ueda, BoE Governor Bailey, and ECB President Lagarde. Ruth Porat, Alphabet's Chief Investment Officer, gives the luncheon address at 3:00pm ET. Sideline interviews are expected throughout the day, and several former Fed officials â€” Harker, Bullard, and Brainard â€” are slated to provide commentary.;the rest of the schedule is logistical. the saturday overview panel will bring together boj governor ueda, boe governor bailey, and ecb president lagarde. ruth porat, alphabet's chief investment officer, gives the luncheon address at 3:00pm et. sideline interviews are expected throughout the day, and several former fed officials â€” harker, bullard, and brainard â€” are slated to provide commentary.;util;;
sellside-36f9ef3d-e763-4f2a-8cf5-f9ed757a15b7__line_0012;sellside-36f9ef3d-e763-4f2a-8cf5-f9ed757a15b7;12;165;US Economics Analyst: What Data to Watch During the Government Shutdown (Walker/Phillips);us_macro_economy;generic/context-analysis;"- Downside (data quality): a prolonged shutdown could impair collection (in 2013 the BLS gathered only ~75% of CPI prices) and introduce reference-week biases; the analyst advises downplaying but not discounting major surprises in delayed data.";"- downside (data quality): a prolonged shutdown could impair collection (in 2013 the bls gathered only ~75% of cpi prices) and introduce reference-week biases; the analyst advises downplaying but not discounting major surprises in delayed data.";util;;
sellside-1f45efec-118f-456d-a997-f472409f0b53__line_0005;sellside-1f45efec-118f-456d-a997-f472409f0b53;5;165;US Economics Analyst: Tracking the Economy During the Shutdown with Alternative Data;us_macro_economy;generic/context-analysis;"- Q3 GDP tracking estimate raised 0.1pp to 3.7% annualized; Q4 forecast raised 0.3pp to 1.3%; full-year 2025 now 2% Q4/Q4 (vs 1.9%).";"- q3 gdp tracking estimate raised 0.1pp to 3.7% annualized; q4 forecast raised 0.3pp to 1.3%; full-year 2025 now 2% q4/q4 (vs 1.9%).";util;;
sellside-59a519c3-7e5c-4459-aa17-839ddf548293__line_0001;sellside-59a519c3-7e5c-4459-aa17-839ddf548293;1;166;Back in Business: Decoding the Data & Navigating the US Federal Government Reopening;us_macro_economy;generic/context-analysis;Landscape. - The provided document contains no substantive text â€” no levels, moves or benchmarks are stated. The material is a 32-minute audio recording, and only its title, topic and participant list are available here.;landscape. - the provided document contains no substantive text â€” no levels, moves or benchmarks are stated. the material is a 32-minute audio recording, and only its title, topic and participant list are available here.;lixo;metadados sem informação;
sellside-880bf35c-293e-4234-9a76-31a4830bcca8__line_0001;sellside-880bf35c-293e-4234-9a76-31a4830bcca8;1;166;Tariffs: What we know + Markets;us_macro_economy;generic/context-analysis;"Landscape. - The supplied document is the landing page for a 31:55 [REDACTED] Research audio segment titled ""Tariffs: What we know + Markets""; it contains only speaker/moderator credits and legal boilerplate, with no transcript, data, or written analysis.";"landscape. - the supplied document is the landing page for a 31:55 research audio segment titled ""tariffs: what we know + markets""; it contains only speaker/moderator credits and legal boilerplate, with no transcript, data, or written analysis.";lixo;;
sellside-570208ab-3ecb-4127-b476-425348f6d7d1__line_0002;sellside-570208ab-3ecb-4127-b476-425348f6d7d1;2;166;[REDACTED] Exchanges: How tariffs will impact the US economy;us_macro_economy;generic/qualitative-research;"No findings, figures, forecasts, or arguments are present. There are no definitive impacts to report, no analyst views to attribute, no backdrop developed, and no trade idea stated. The event ""at issue"" â€” the podcast conversation â€” exists only as a title and a one-sentence topic description; its content is delivered in audio and transcript form that are not included here.";"no findings, figures, forecasts, or arguments are present. there are no definitive impacts to report, no analyst views to attribute, no backdrop developed, and no trade idea stated. the event ""at issue"" â€” the podcast conversation â€” exists only as a title and a one-sentence topic description; its content is delivered in audio and transcript form that are not included here.";lixo;;
sellside-21ec8fd1-9a47-42dc-9294-62a088bc9428__line_0022;sellside-21ec8fd1-9a47-42dc-9294-62a088bc9428;22;167;Global FX Trader: Honeymoon Phase;us_macro_economy;generic/context-analysis;"On the software selloff specifically, the note draws a deliberate contrast with last January's ""Deepseek"" episode. **The distinction is relative: Deepseek threatened to shift AI's beneficiaries from the US to the rest of the world â€” a clean US-specific negative â€” whereas the recent software selloff is not clearly a US-only shock, which is why the Dollar consolidated rather than fell.** Recent ""Dollar down, equities down"" episodes have instead been driven by US policy uncertainty, and last week's Dollar steadiness aligned with more conciliatory US policy signals. [REDACTED] keeps the view that a US equity selloff with clear rest-of-world outperformance would be the catalyst for sharper-than-expected Dollar downside.";"on the software selloff specifically, the note draws a deliberate contrast with last january's ""deepseek"" episode. **the distinction is relative: deepseek threatened to shift ai's beneficiaries from the us to the rest of the world â€” a clean us-specific negative â€” whereas the recent software selloff is not clearly a us-only shock, which is why the dollar consolidated rather than fell.** recent ""dollar down, equities down"" episodes have instead been driven by us policy uncertainty, and last week's dollar steadiness aligned with more conciliatory us policy signals. keeps the view that a us equity selloff with clear rest-of-world outperformance would be the catalyst for sharper-than-expected dollar downside.";util;;
sellside-24bc30e2-b2ea-4230-b39e-c1f3d22f7bf2__line_0005;sellside-24bc30e2-b2ea-4230-b39e-c1f3d22f7bf2;5;167;Global Markets Daily: Tech Break?â€”Dollar Resilience Through the Software Sell-off;us_macro_economy;generic/qualitative-research;- Meaningful volatility â€” a 2-standard-deviation rise in the VIX â€” has continued to coincide with Dollar weakness against safe havens and reduced Dollar strength against procyclical currencies.;- meaningful volatility â€” a 2-standard-deviation rise in the vix â€” has continued to coincide with dollar weakness against safe havens and reduced dollar strength against procyclical currencies.;util;;
sellside-990df438-fff1-41ea-be41-426bab75476b__line_0001;sellside-990df438-fff1-41ea-be41-426bab75476b;1;167;Global FX Trader: Tech Brake;us_macro_economy;generic/context-analysis;"Landscape. - The USD consolidated and even strengthened during the software selloff, despite the gradual-erosion thesis â€” attributed to it being an event without a clear ""US vs. rest of the world"" split, contained risk (VIX), and a more conciliatory US macro policy.";"landscape. - the usd consolidated and even strengthened during the software selloff, despite the gradual-erosion thesis â€” attributed to it being an event without a clear ""us vs. rest of the world"" split, contained risk (vix), and a more conciliatory us macro policy.";util;;
sellside-738cf2a5-04b9-4cdb-b9bc-917e2a7599aa__line_0001;sellside-738cf2a5-04b9-4cdb-b9bc-917e2a7599aa;1;168;"USA: Payroll Growth Above Expectations, Unemployment Rate Rises; Initial Claims Decline but Continuing Claims Rise; Philly Fed Somewhat Below Expectations";us_macro_economy;generic/context-analysis;Landscape. - Nonfarm payrolls +119k in September, above the +51k median and [REDACTED]'s +80k, but with prior months revised down (August to -4k, July to 72k).;landscape. - nonfarm payrolls +119k in september, above the +51k median and 's +80k, but with prior months revised down (august to -4k, july to 72k).;util;;
sellside-fdfd3b41-7a99-4467-8664-9afe892dd850__line_0004;sellside-fdfd3b41-7a99-4467-8664-9afe892dd850;4;169;"USA: Payroll Growth in Line With Expectations; Unemployment Rate Rises to 4.1%";us_macro_economy;generic/post-release-comment;- **The household survey was notably weaker than the payroll side.** The unemployment rate ticked up to 4.1% as household employment fell 588k, only partly offset by a 385k drop in the labor force, and participation slipped to 62.4%. Adjusted for payroll methodology, household employment fell 179k, driven by fewer self-employed workers (-157k) even as multiple jobholders rose (+467k), and the job-finding rate dropped to 25.4%.;- **the household survey was notably weaker than the payroll side.** the unemployment rate ticked up to 4.1% as household employment fell 588k, only partly offset by a 385k drop in the labor force, and participation slipped to 62.4%. adjusted for payroll methodology, household employment fell 179k, driven by fewer self-employed workers (-157k) even as multiple jobholders rose (+467k), and the job-finding rate dropped to 25.4%.;util;;
sellside-23bd88d2-7f47-4e97-89b0-640f4f6c6d7c__line_0007;sellside-23bd88d2-7f47-4e97-89b0-640f4f6c6d7c;7;169;"USA: Payroll Growth Above Expectations, Partly Reflecting Methodological Changes; Unemployment Rate Declines";us_macro_economy;generic/qualitative-research;- The payrolls diffusion index rose 0.8pt to 55.0.;- the payrolls diffusion index rose 0.8pt to 55.0.;util;;
sellside-91949714-ec93-495b-9000-b847d87600b1__line_0001;sellside-91949714-ec93-495b-9000-b847d87600b1;1;169;"USA: Payroll Growth Somewhat Below Expectations but Prior Months Revised Up; Unemployment Rate Declines to 4.0%; UMichigan Inflation Expectations Jump";us_macro_economy;generic/qualitative-research;Definitive impacts. - Nonfarm payrolls rose 143k in January, below the 175k median forecast, but November and December were revised up by 49k and 51k, lifting the three-month average to 237k.;definitive impacts. - nonfarm payrolls rose 143k in january, below the 175k median forecast, but november and december were revised up by 49k and 51k, lifting the three-month average to 237k.;util;;
sellside-310bd51d-ac91-45ca-b693-48d91191f1f9__line_0001;sellside-310bd51d-ac91-45ca-b693-48d91191f1f9;1;170;US Daily: How Will the BLSâ€™s New Birth-Death Methodology Affect the Payrolls Report?;us_macro_economy;generic/qualitative-research;Definitive impacts. - Private payroll growth accelerated to 172k in January, from 64k in December and a 57k average over the prior three months.;definitive impacts. - private payroll growth accelerated to 172k in january, from 64k in december and a 57k average over the prior three months.;util;;
sellside-8fb24387-3ec3-4c3d-ae80-b9dd2d2fd02e__line_0009;sellside-8fb24387-3ec3-4c3d-ae80-b9dd2d2fd02e;9;170;US Daily: January Payrolls Preview;us_macro_economy;generic/release-expectations;- **The birth-death methodology change adds forward volatility.** Incorporating current sample information each month should shrink future annual revisions, but at the cost of greater month-to-month payroll swings.;- **the birth-death methodology change adds forward volatility.** incorporating current sample information each month should shrink future annual revisions, but at the cost of greater month-to-month payroll swings.;util;;
sellside-0e2597fe-4ccd-48e5-94ad-517676be8cf8__line_0009;sellside-0e2597fe-4ccd-48e5-94ad-517676be8cf8;9;171;US Daily: What Do the Preliminary Benchmark Revisions to Payrolls Tell Us About the Economy? (Abecasis);us_macro_economy;generic/qualitative-research;- It adds a further 3â€“5k/month overstatement from non-response bias and concurrent-seasonal-adjustment difficulties, while cautioning this rests on few annual observations and is volatile.;- it adds a further 3â€“5k/month overstatement from non-response bias and concurrent-seasonal-adjustment difficulties, while cautioning this rests on few annual observations and is volatile.;util;;
sellside-9764bec2-c8b6-42a0-bb2e-1478c41f6e9b__line_0008;sellside-9764bec2-c8b6-42a0-bb2e-1478c41f6e9b;8;171;US Daily: Q&A on the Revisions in the July Employment Report (Abecasis/Walker);us_macro_economy;generic/post-release-comment;"- Much of the headline shock carries little macro signal (public-sector jobs, seasonal noise), but roughly half was genuine private-sector weakness; July's own 73k gain was narrow, with healthcare alone accounting for the entire increase.";"- much of the headline shock carries little macro signal (public-sector jobs, seasonal noise), but roughly half was genuine private-sector weakness; july's own 73k gain was narrow, with healthcare alone accounting for the entire increase.";util;;
sellside-88668dd1-345a-4874-b20c-86a85f0f5af8__line_0009;sellside-88668dd1-345a-4874-b20c-86a85f0f5af8;9;172;US Daily: A Retrospective on 10 Questions for 2025;us_macro_economy;generic/context-analysis;- Net immigration fell from an annualized ~1.5mn early in 2025 to around 0.5mn by year-end, moderately below the 0.75mn forecast.;- net immigration fell from an annualized ~1.5mn early in 2025 to around 0.5mn by year-end, moderately below the 0.75mn forecast.;util;;
sellside-4cf9f65d-6d78-4269-b1d2-cb4c3d5e87ae__line_0016;sellside-4cf9f65d-6d78-4269-b1d2-cb4c3d5e87ae;16;172;US Daily: How Much Has Immigration Fallen Since the Inauguration? (Peng);us_macro_economy;generic/qualitative-research;The tension in the note is between two readings of the same labor data. Taken at face value, participation, unemployment and job-finding for recent immigrants all held up or improved, implying no damage yet. **But the drop in survey respondents opens a hole in that conclusion: the immigrants most likely to have been hurt may simply have stopped answering a government survey, so their distress would never enter the official numbers.** The 20k estimate quantifies that blind spot rather than a measured job loss.;the tension in the note is between two readings of the same labor data. taken at face value, participation, unemployment and job-finding for recent immigrants all held up or improved, implying no damage yet. **but the drop in survey respondents opens a hole in that conclusion: the immigrants most likely to have been hurt may simply have stopped answering a government survey, so their distress would never enter the official numbers.** the 20k estimate quantifies that blind spot rather than a measured job loss.;util;;
sellside-2a4eae08-073e-4787-826e-751d9b5a3bfa__line_0014;sellside-2a4eae08-073e-4787-826e-751d9b5a3bfa;14;173;US Daily: August Immigration Update: Headwinds to Authorized Immigration (Peng);us_macro_economy;generic/qualitative-research;- The sharp drop in recent immigrants' household-survey response rate â€” faster than their population share can plausibly have fallen â€” is read as possible reluctance to answer a government survey and, more speculatively, to go to work.;- the sharp drop in recent immigrants' household-survey response rate â€” faster than their population share can plausibly have fallen â€” is read as possible reluctance to answer a government survey and, more speculatively, to go to work.;util;;
sellside-497e9095-688f-4640-80b1-3b11e36c22fb__line_0016;sellside-497e9095-688f-4640-80b1-3b11e36c22fb;16;173;US Daily: Only a Modest Labor Market Hit from Immigration Crackdown (So Far) (Peng);us_macro_economy;generic/qualitative-research;"The one genuine crack is in the survey itself. **Falling response rates among recent immigrants raise the possibility that frightened, unauthorized workers are simply not being counted â€” but even the most pessimistic reading of that gap caps the employment hit at 4%,** which is why the ""so far"" in the title carries weight rather than alarm.";"the one genuine crack is in the survey itself. **falling response rates among recent immigrants raise the possibility that frightened, unauthorized workers are simply not being counted â€” but even the most pessimistic reading of that gap caps the employment hit at 4%,** which is why the ""so far"" in the title carries weight rather than alarm.";util;;
sellside-608a1cb6-3df3-4edf-8e5b-d6c913cd6c63__line_0017;sellside-608a1cb6-3df3-4edf-8e5b-d6c913cd6c63;17;173;US Daily: June Immigration Update: Stabilizing (Peng);us_macro_economy;generic/qualitative-research;**A key analytical move is separating a genuine employment shock from a survey-response artifact.** Recent immigrants' employment ratio has barely moved, but their survey response rate has fallen faster than their population share â€” consistent with frightened unauthorized workers dropping out of the survey rather than the workforce. The note bounds the worst case: even if every missing respondent were an employed worker who quit, the hit is only ~6% (-200k), so the labor-market damage so far looks contained.;**a key analytical move is separating a genuine employment shock from a survey-response artifact.** recent immigrants' employment ratio has barely moved, but their survey response rate has fallen faster than their population share â€” consistent with frightened unauthorized workers dropping out of the survey rather than the workforce. the note bounds the worst case: even if every missing respondent were an employed worker who quit, the hit is only ~6% (-200k), so the labor-market damage so far looks contained.;util;;
sellside-878683f4-8c60-4bf7-8871-77c0c5e76697__line_0001;sellside-878683f4-8c60-4bf7-8871-77c0c5e76697;1;174;Top of Mind: Americas First;us_macro_economy;generic/context-analysis;"Landscape. - The Trump Administration opened 2026 with a more forceful foreign policy framed as the ""Donroe Doctrine"", extending ""America First"" into an ""Americas First"" focus on the Western Hemisphere.";"landscape. - the trump administration opened 2026 with a more forceful foreign policy framed as the ""donroe doctrine"", extending ""america first"" into an ""americas first"" focus on the western hemisphere.";util;;
sellside-c1766443-f2f4-464c-a66c-bdf7c0a58280__line_0009;sellside-c1766443-f2f4-464c-a66c-bdf7c0a58280;9;174;Top of Mind: US fiscal worries: Is this time different?;us_macro_economy;generic/context-analysis;"**Dalio, Rogoff, and Ferguson all answer ""yes"" â€” this time is different â€” and each lays out a case for why a crisis lies ahead and what it could look like.** [REDACTED]'s own economist, Alec Phillips, sits somewhat apart: worried over the longer term, but noting that tariff revenues should offset the deficit impact of the fiscal package across the next decade, which softens the immediate arithmetic.";"**dalio, rogoff, and ferguson all answer ""yes"" â€” this time is different â€” and each lays out a case for why a crisis lies ahead and what it could look like.** 's own economist, alec phillips, sits somewhat apart: worried over the longer term, but noting that tariff revenues should offset the deficit impact of the fiscal package across the next decade, which softens the immediate arithmetic.";util;;
sellside-613fe66e-5c87-4013-8a7f-78655de7fc4d__line_0004;sellside-613fe66e-5c87-4013-8a7f-78655de7fc4d;4;175;"USA: Core Durable Goods Orders and Housing Starts Well Above Expectations; Goods Trade Deficit Widens; Boosting Q1 GDP Tracking to 3.5%";us_macro_economy;generic/post-release-comment;- **Housing was mixed but starts surprised sharply higher.** March starts hit 1,502k versus ~1,380k expected, powered by single-family (+134k since January) even as multi-family fell (-30k). Permits, however, slipped to 1,372k against expectations for a gain, with the same single-family-up, multi-family-down split â€” a softer forward signal that sits against the starts strength.;- **housing was mixed but starts surprised sharply higher.** march starts hit 1,502k versus ~1,380k expected, powered by single-family (+134k since january) even as multi-family fell (-30k). permits, however, slipped to 1,372k against expectations for a gain, with the same single-family-up, multi-family-down split â€” a softer forward signal that sits against the starts strength.;util;;
sellside-fe089f33-1393-419b-85a6-43e629857179__line_0001;sellside-fe089f33-1393-419b-85a6-43e629857179;1;175;"USA: Housing Starts Above Expectations; Trade Deficit Narrows by More Than Expected in January; Q1 GDP Tracking at 3.3%";us_macro_economy;generic/qualitative-research;"Definitive impacts. - Trade deficit narrowed to $54.5bn in January from a revised $72.9bn in December, well below the $66.0bn median forecast; the December level was revised up by $2.6bn.";"definitive impacts. - trade deficit narrowed to $54.5bn in january from a revised $72.9bn in december, well below the $66.0bn median forecast; the december level was revised up by $2.6bn.";util;;
sellside-225e10f6-5e6f-4c1c-a759-0c9482589df4__line_0003;sellside-225e10f6-5e6f-4c1c-a759-0c9482589df4;3;175;"USA: Housing Starts and Industrial Production Well Above Expectations in December; Boosting Q4 GDP Tracking Estimate to +2.6%";us_macro_economy;generic/qualitative-research;"- **Building permits fell -0.7% MoM to 1,483k SAAR**, a smaller decline than the -2.2% consensus; single-family permits rose +1.6% while multifamily fell -5.0%.";"- **building permits fell -0.7% mom to 1,483k saar**, a smaller decline than the -2.2% consensus; single-family permits rose +1.6% while multifamily fell -5.0%.";util;;
sellside-10698adc-d884-40d7-84ac-37fdf6d3c291__line_0003;sellside-10698adc-d884-40d7-84ac-37fdf6d3c291;3;176;"USA: Housing Starts Above Expectations in July; Permits Fall to Five-Year Low";us_macro_economy;generic/post-release-comment;- **Building permits, a forward-looking indicator, declined 2.8% to 1,354k (SAAR), a larger drop than consensus and the lowest level since June 2020.** The weakness was concentrated in multi-family (-8.2%), while single-family permits edged up 0.5%. By region, permits rose in the Northeast (+25.2%) and Midwest (+0.5%) but fell in the West (-10.1%) and South (-4.7%).;- **building permits, a forward-looking indicator, declined 2.8% to 1,354k (saar), a larger drop than consensus and the lowest level since june 2020.** the weakness was concentrated in multi-family (-8.2%), while single-family permits edged up 0.5%. by region, permits rose in the northeast (+25.2%) and midwest (+0.5%) but fell in the west (-10.1%) and south (-4.7%).;util;;
sellside-e2244ae7-7ed9-47dc-9c68-52709acf9197__line_0005;sellside-e2244ae7-7ed9-47dc-9c68-52709acf9197;5;176;"USA: Single-Family Housing Starts Fall; Lowering Q2 GDP Tracking Estimate to 2.8%";us_macro_economy;generic/post-release-comment;Implications. - A modest, mechanical downgrade to Q2 growth tracking (to +2.8%), driven by the residential investment channel rather than a broad demand signal.;implications. - a modest, mechanical downgrade to q2 growth tracking (to +2.8%), driven by the residential investment channel rather than a broad demand signal.;util;;
sellside-5434ed6e-dd3e-4635-bc7f-36aa7a9f4a75__line_0001;sellside-5434ed6e-dd3e-4635-bc7f-36aa7a9f4a75;1;176;USA: Housing Starts Below Expectations;us_macro_economy;generic/post-release-comment;Context. This note comments on the August US housing starts and building permits release from the Department of Commerce, gauging whether the softer-than-expected figures shift the near-term growth picture.;context. this note comments on the august us housing starts and building permits release from the department of commerce, gauging whether the softer-than-expected figures shift the near-term growth picture.;util;;
sellside-4e65244d-90d6-4b39-9397-eaa343261988__line_0010;sellside-4e65244d-90d6-4b39-9397-eaa343261988;10;177;Fed Chatterbox: October Edition (Rindels);us_macro_economy;monetary-policy/context-analysis;"Risks. - **Downside (labor):** Musalem and Schmid flag that the labor market could weaken more abruptly than anticipated; Collins warns further softening would open unwelcome slack and leave the economy vulnerable to adverse shocks.";"risks. - **downside (labor):** musalem and schmid flag that the labor market could weaken more abruptly than anticipated; collins warns further softening would open unwelcome slack and leave the economy vulnerable to adverse shocks.";util;;
sellside-d43061b5-a1b1-4b33-86a0-463464bf7cf9__line_0005;sellside-d43061b5-a1b1-4b33-86a0-463464bf7cf9;5;177;Fed Chatterbox: June Edition;us_macro_economy;monetary-policy/context-analysis;- Labor market judged at or near maximum employment with no clear signs of weakness (Bostic, Kugler), though several officials flag scope for cooling.;- labor market judged at or near maximum employment with no clear signs of weakness (bostic, kugler), though several officials flag scope for cooling.;util;;
sellside-770549d5-118f-4060-a3a9-efaf8e0b7bba__line_0020;sellside-770549d5-118f-4060-a3a9-efaf8e0b7bba;20;177;Fed Chatterbox: March Edition (Rindels);us_macro_economy;monetary-policy/context-analysis;"On the real economy, officials are broadly comfortable but alert to a turn. **The labor market is described as balanced and resilient, with Waller noting that the end of the immigration wave means a ""normal"" payroll pace may now be back around 100k rather than higher.** Growth remains in positive territory, with Williams expecting real GDP near its ~2% potential in 2025â€“26, but Musalem and Harker both flag weaker-than-expected consumer spending and housing data as the main downside watch-point. The note compiles officials' public remarks and offers no explicit trade idea of its own.";"on the real economy, officials are broadly comfortable but alert to a turn. **the labor market is described as balanced and resilient, with waller noting that the end of the immigration wave means a ""normal"" payroll pace may now be back around 100k rather than higher.** growth remains in positive territory, with williams expecting real gdp near its ~2% potential in 2025â€“26, but musalem and harker both flag weaker-than-expected consumer spending and housing data as the main downside watch-point. the note compiles officials' public remarks and offers no explicit trade idea of its own.";util;;
sellside-68cf7d07-204e-4946-965a-a9c7cc28ae72__line_0015;sellside-68cf7d07-204e-4946-965a-a9c7cc28ae72;15;178;US Daily: Fiscal Sustainability: The Cost of Inaction (Abecasis / Mericle / Phillips);us_macro_economy;generic/context-analysis;The central argument is that delay itself is expensive. Three approaches estimate the eventual primary-balance improvement required under the baseline. Stabilizing debt-to-GDP or capping real interest expense at 2% of GDP (the postwar high sustained over an extended period) each requires 3.5-3.7pp of improvement if done in 2025, rising to 4-4.4pp if postponed to 2035. **The third estimate is starker: assuming Treasury rate sensitivity to debt normalizes to 2bp per 1pp â€” the low end of the 2-3bp historical range â€” the required adjustment in 2035 rises to 5.4pp.**;the central argument is that delay itself is expensive. three approaches estimate the eventual primary-balance improvement required under the baseline. stabilizing debt-to-gdp or capping real interest expense at 2% of gdp (the postwar high sustained over an extended period) each requires 3.5-3.7pp of improvement if done in 2025, rising to 4-4.4pp if postponed to 2035. **the third estimate is starker: assuming treasury rate sensitivity to debt normalizes to 2bp per 1pp â€” the low end of the 2-3bp historical range â€” the required adjustment in 2035 rises to 5.4pp.**;util;;
sellside-0c9324e5-4aaf-4d21-9cf4-533cdba5dd44__line_0010;sellside-0c9324e5-4aaf-4d21-9cf4-533cdba5dd44;10;178;US Daily: Lessons from the Papers Presented at Jackson Hole;us_macro_economy;generic/context-analysis;"Risks. - **Downside (fiscal):** The Auclert et al. finding that rates could stay stable at 250% debt-to-GDP rests on a very low sensitivity of rates to debt; discussant Karen Dynan flagged this, and [REDACTED] notes its own slightly higher assumed sensitivity would imply an unsustainable trajectory at those debt levels.";"risks. - **downside (fiscal):** the auclert et al. finding that rates could stay stable at 250% debt-to-gdp rests on a very low sensitivity of rates to debt; discussant karen dynan flagged this, and notes its own slightly higher assumed sensitivity would imply an unsustainable trajectory at those debt levels.";util;;
sellside-1ddbe519-c1ce-4371-916f-6592ed0b07a0__line_0009;sellside-1ddbe519-c1ce-4371-916f-6592ed0b07a0;9;179;US Daily: Jackson Hole Preview: A Case for Cutting but No Definitive Signal (Mericle);us_macro_economy;monetary-policy/qualitative-research;Unpacked. The note is a preview built around a single asymmetry: markets want a clear September signal, but [REDACTED] expects Powell to give a directional lean rather than a commitment. **The trigger for the more dovish tilt is the July employment report â€” specifically the large negative revisions that imply a weak trend pace and narrow breadth of job creation â€” which [REDACTED] thinks has already moved Fed leadership toward resuming cuts.**;unpacked. the note is a preview built around a single asymmetry: markets want a clear september signal, but expects powell to give a directional lean rather than a commitment. **the trigger for the more dovish tilt is the july employment report â€” specifically the large negative revisions that imply a weak trend pace and narrow breadth of job creation â€” which thinks has already moved fed leadership toward resuming cuts.**;util;;
sellside-0ab9fde2-7ab1-4bf6-8dd7-318de8bdab0b__line_0006;sellside-0ab9fde2-7ab1-4bf6-8dd7-318de8bdab0b;6;179;US Daily: Jackson Hole Preview: What Will Warsh Say?;us_macro_economy;monetary-policy/qualitative-research;- [REDACTED] reads Warsh as leaning dovish, inferred from his July press conference, and expects him to acknowledge the improved inflation data without giving September guidance.;- reads warsh as leaning dovish, inferred from his july press conference, and expects him to acknowledge the improved inflation data without giving september guidance.;util;;
